datetime,headline,keywords
2021-01-12T21:17:35+0000,"Budget Role Puts Sanders In a Position Of Power","[Federal Budget (US)|National Debt (US)|Stimulus (Economic)|United States Economy|Coronavirus (2019-nCoV)|United States Politics and Government]"
2021-09-26T22:46:26+0000,"Political Game Increases Odds Of U.S. Default","[National Debt (US)|Federal Budget (US)|United States Economy|United States Politics and Government]"
2021-02-27T10:00:14+0000,"A Long Year’s Unequal Toll","[Coronavirus (2019-nCoV)|Labor and Jobs|Layoffs and Job Reductions|United States Economy|Shutdowns (Institutional)|Unemployment|Income Inequality|Stimulus (Economic)|Content Type: Personal Profile]"
2021-05-06T20:29:53+0000,"It’s a Meme: Fed Cites Weak Spots","[United States Economy|Stocks and Bonds|Hedge Funds|Banking and Financial Institutions]"
2021-12-31T10:00:21+0000,"The Big Uneasy","[United States Economy|Quantitative Easing|Stimulus (Economic)|Banking and Financial Institutions|Inflation (Economics)|Interest Rates|Stocks and Bonds|Credit and Debt|Prices (Fares, Fees and Rates)|Coronavirus Aid, Relief, and Economic Security Act (2020)|Coronavirus (2019-nCoV)]"
2021-06-24T23:25:42+0000,"$1.2 Trillion Deal Is Reached to Fix Infrastructure","[Infrastructure (Public Works)|Law and Legislation|American Jobs Plan (2021)|United States Politics and Government|United States Economy|Federal Taxes (US)|Taxation|American Families Plan (2021)]"
2021-06-14T07:00:10+0000,"Many Workers Need More Than Skills to Fill Jobs","[Labor and Jobs|Hiring and Promotion|Careers and Professions|Vocational Training|Unemployment|United States Economy]"
2021-04-15T21:27:16+0000,"Economic Pace Signals a Boom On the Horizon","[United States Economy|Labor and Jobs|Unemployment Insurance|Coronavirus (2019-nCoV)|Hiring and Promotion|Consumer Behavior|Shopping and Retail|Gross Domestic Product|Unemployment|American Rescue Plan (2021)|Travel and Vacations|AIRLINES AND AIRPLANES|Consumer Confidence (Economic Indicator)]"
2021-11-04T16:18:05+0000,"In Spending Bill, Democrats Use Gimmicks They Once Derided","[Federal Budget (US)|United States Politics and Government|Taxation|Law and Legislation|Corporate Taxes|Income Tax|Federal Taxes (US)|United States Economy|Tax Cuts and Jobs Act (2017)|American Rescue Plan (2021)]"
2021-07-22T09:00:10+0000,"High Rents May Extend The Outlook On Inflation","[Renting and Leasing (Real Estate)|Real Estate and Housing (Residential)|United States Economy|Inflation (Economics)|United States Politics and Government|Consumer Price Index|Prices (Fares, Fees and Rates)]"
2021-10-13T09:20:46+0000,"New Price Spike Poses Challenge To White House","[Inflation (Economics)|Prices (Fares, Fees and Rates)|Consumer Price Index|Shortages|Interest Rates|United States Economy|United States Politics and Government]"
2021-12-15T19:00:26+0000,"Fed Projects Rise in Interest Rates to Tame Inflation","[United States Economy|Inflation (Economics)|Prices (Fares, Fees and Rates)|Interest Rates|Quantitative Easing|Labor and Jobs|Stimulus (Economic)|Coronavirus (2019-nCoV)]"
2021-05-14T14:00:43+0000,"Parties Agree: Big Business Wields Too Much Power","[United States Politics and Government|Corporate Social Responsibility|Corporations|Polls and Public Opinion|United States Economy|Voter Registration and Requirements]"
2021-09-07T21:08:08+0000,"In New York City, 800,000 Lose Federal Aid, Imperiling Rebound","[Labor and Jobs|Unemployment Insurance|United States Economy|American Rescue Plan (2021)|Coronavirus Aid, Relief, and Economic Security Act (2020)|Federal Aid (US)]"
2021-07-28T21:26:57+0000,"Temporary Pandemic Safety Net Drives Poverty to a Record Low","[Poverty|United States Economy|Welfare (US)|Unemployment Insurance|Child Tax Credits and Stipends|Coronavirus Aid, Relief, and Economic Security Act (2020)|American Rescue Plan (2021)|Stimulus (Economic)|United States Politics and Government]"
2021-12-10T20:06:57+0000,"Biden Sees a Boom, but Many Do Not","[United States Economy|United States Politics and Government|Inflation (Economics)|Prices (Fares, Fees and Rates)|Consumer Confidence (Economic Indicator)|Unemployment|Polls and Public Opinion|Labor and Jobs|Wages and Salaries|Coronavirus (2019-nCoV)]"
2021-04-22T14:22:13+0000,"Biden to Seek Tax on Richest To Aid Families","[Federal Taxes (US)|Income Tax|High Net Worth Individuals|United States Economy|United States Politics and Government|Tax Credits, Deductions and Exemptions|Infrastructure (Public Works)|American Families Plan (2021)]"
2021-09-17T18:57:32+0000,"In a Rush To Rein In Stablecoins","[Virtual Currency|Regulation and Deregulation of Industry|Banking and Financial Institutions|United States Economy|US Dollar (Currency)]"
2021-08-25T07:00:10+0000,"Fed Policy Is Tested, A Year In","[United States Economy|Interest Rates|Labor and Jobs|Inflation (Economics)|Coronavirus (2019-nCoV)|Government Bonds|Wages and Salaries|Stimulus (Economic)|Unemployment]"
2021-11-11T20:07:15+0000,"As Biden Pledges  Dip in Inflation,  Question Is When","[United States Economy|Economics (Theory and Philosophy)|Inflation (Economics)|Prices (Fares, Fees and Rates)|Consumer Behavior|Infrastructure (Public Works)|American Families Plan (2021)|American Jobs Plan (2021)|American Rescue Plan (2021)|United States Politics and Government]"
2021-09-14T14:40:30+0000,"U.S. Poverty Rate Falls  To a Record Low as Aid  Helps Offset Job Losses","[United States Economy|Poverty|Coronavirus (2019-nCoV)|Unemployment Insurance|Unemployment|United States Politics and Government|Stimulus (Economic)|Coronavirus Aid, Relief, and Economic Security Act (2020)|American Rescue Plan (2021)]"
2021-09-03T07:00:12+0000,"Improvising to Stay Alive","[Service Industries|Telecommuting|Workplace Environment|Labor and Jobs|Quarantine (Life and Culture)|Coronavirus Reopenings|Urban Areas|Real Estate (Commercial)|Coronavirus (2019-nCoV)|United States Economy]"
2021-04-29T08:41:06+0000,"Economic Surge in U.S.  Lifts Hopes for the Year  As People Aim to Spend","[Labor and Jobs|Gross Domestic Product|United States Economy|Consumer Behavior|Coronavirus Reopenings|Unemployment|Stimulus (Economic)|American Rescue Plan (2021)|Coronavirus (2019-nCoV)]"
2021-06-20T09:00:13+0000,"Millions Are Just Quitting Their Jobs","[Labor and Jobs|United States Economy|Careers and Professions|Wages and Salaries|Unemployment|Coronavirus (2019-nCoV)|Hiring and Promotion|Work-Life Balance|Quarantine (Life and Culture)|Telecommuting]"
2021-10-06T14:13:53+0000,"What Would Happen if U.S. Defaulted?","[United States Economy|National Debt (US)|Social Security (US)|Federal Budget (US)|United States Politics and Government]"
2021-02-18T10:00:14+0000,"A New New Deal?","[Labor and Jobs|Government Employees|Unemployment|United States Economy|Vocational Training|Economics (Theory and Philosophy)|Law and Legislation|Federal Aid (US)|Coronavirus (2019-nCoV)|United States Politics and Government]"
2021-01-14T10:00:15+0000,"Biden Plan Calls For $1.9 Trillion to Buoy Economy","[Coronavirus (2019-nCoV)|Vaccination and Immunization|Stimulus (Economic)|Federal Aid (US)|States (US)|Federal Budget (US)|Coronavirus Aid, Relief, and Economic Security Act (2020)|Unemployment Insurance|United States Economy|United States Politics and Government]"
2021-01-06T12:54:16+0000,"U.S. Markets Retain Gains Despite Unrest","[United States Economy|Coronavirus (2019-nCoV)|Government Bonds|Stocks and Bonds|United States Politics and Government|Presidential Transition (US)]"
2021-03-23T18:14:36+0000,"Biden’s Big Infrastructure Push Puts Climate Fight at Forefront","[Global Warming|Infrastructure (Public Works)|Greenhouse Gas Emissions|Alternative and Renewable Energy|Carbon Caps and Emissions Trading Programs|Energy Efficiency|Fuel Efficiency|Fuel Emissions (Transportation)|Automobile Service and Charging Stations|Stimulus (Economic)|United States Economy|United States Politics and Government]"
2021-09-03T09:07:29+0000,"Hiring Rate Slows As Grip of Variant Hinders Recovery","[United States Economy|Coronavirus Delta Variant|Hiring and Promotion|Labor and Jobs|Unemployment|Coronavirus Reopenings]"
2021-11-17T15:15:05+0000,"Biden Tested by Gas Prices And Lag in Shifting to E.V.s","[Oil (Petroleum) and Gasoline|Prices (Fares, Fees and Rates)|Inflation (Economics)|Antitrust Laws and Competition Issues|Automobiles|Electric and Hybrid Vehicles|United States Politics and Government|United States Economy]"
2021-08-06T08:55:51+0000,"Employers Eager For U.S. Rebound Add 943,000 Jobs","[Labor and Jobs|United States Economy|Unemployment|Coronavirus Reopenings|Hiring and Promotion|Shortages|Wages and Salaries|United States Politics and Government]"
2021-07-13T09:00:13+0000,"Inflation’s Surge  Draws Questions  For White House","[Consumer Price Index|Prices (Fares, Fees and Rates)|Inflation (Economics)|Wages and Salaries|United States Economy|United States Politics and Government|Used Cars]"
2021-06-04T08:42:25+0000,"U.S. Hiring is Up, But Uneven Pace May Last Months","[Labor and Jobs|Shortages|Unemployment|Unemployment Insurance|Hiring and Promotion|Wages and Salaries|United States Economy|Coronavirus Reopenings]"
2021-04-02T15:18:59+0000,"U.S. Stimulus Could Benefit Rest of World","[United States Economy|International Trade and World Market|Stimulus (Economic)|Gross Domestic Product]"
2021-12-10T10:00:22+0000,"Consumer Prices Jump, Testing U.S. Officials On Inflation Controls","[Inflation (Economics)|Consumer Price Index|Prices (Fares, Fees and Rates)|Labor and Jobs|Wages and Salaries|United States Economy|United States Politics and Government|Coronavirus (2019-nCoV)]"
2021-03-18T10:28:16+0000,"Layoff Cycle  Adds to Flow  Of Claims  For Benefits","[Unemployment Insurance|Unemployment|Layoffs and Job Reductions|United States Economy|Labor and Jobs|Coronavirus (2019-nCoV)]"
2021-09-06T15:34:27+0000,"Democrats’ Vision for Aid: From Cradle to the Grave","[United States Economy|United States Politics and Government|Federal Taxes (US)|Law and Legislation|American Families Plan (2021)|American Rescue Plan (2021)|Child Tax Credits and Stipends|Income Inequality|Welfare (US)|Education (Pre-School)|Medicare|Child Care|Colleges and Universities]"
2021-03-21T09:00:08+0000,"‘Stimmies’ Pay For Stock Plays Fueling Market","[United States Economy|Quarantine (Life and Culture)|American Rescue Plan (2021)|Stocks and Bonds|Coronavirus Aid, Relief, and Economic Security Act (2020)]"
2021-01-22T10:00:21+0000,"President Takes 2 Quick Actions To Aid the Poor","[Executive Orders and Memorandums|Food Stamps|Food Insecurity|Minimum Wage|Government Employees|Government Contracts and Procurement|Unemployment Insurance|Collective Bargaining|Coronavirus Aid, Relief, and Economic Security Act (2020)|Stimulus (Economic)|Coronavirus (2019-nCoV)|Workplace Hazards and Violations|Federal Aid (US)|United States Economy|United States Politics and Government]"
2021-12-21T17:01:11+0000,"A Rate Pivot At the Fed, Explained","[Inflation (Economics)|Interest Rates|Unemployment|Labor and Jobs|Shortages|Coronavirus (2019-nCoV)|Prices (Fares, Fees and Rates)|United States Economy]"
2021-01-11T10:00:11+0000,"What Trump Had Right On Economy","[United States Economy|Inflation (Economics)|Interest Rates|Federal Budget (US)|Labor and Jobs|National Debt (US)|United States Politics and Government]"
2021-09-22T18:00:47+0000,"Fed Signals Plan  For Scaling Back  Pandemic Relief","[United States Economy|Government Bonds|Interest Rates|Inflation (Economics)|Quantitative Easing|Stimulus (Economic)|Coronavirus (2019-nCoV)]"
2021-12-14T14:59:38+0000,"The Fed Meets Amid Faster Inflation and Prepares to React","[Interest Rates|Inflation (Economics)|Labor and Jobs|Quantitative Easing|Stimulus (Economic)|United States Economy|Coronavirus (2019-nCoV)]"
2021-06-03T09:00:16+0000,"Wage Gains Hold Steady, Giving Edge To Workers","[Wages and Salaries|Labor and Jobs|Coronavirus (2019-nCoV)|United States Economy|Unemployment|Inflation (Economics)|Savings|Service Industries]"
2021-05-25T07:00:08+0000,"New Worry Over State Revenues: They’re Soaring","[Federal Budget (US)|Taxation|States (US)|United States Economy|American Rescue Plan (2021)|Income Tax|Coronavirus Aid, Relief, and Economic Security Act (2020)|Federal Aid (US)]"
2021-03-09T16:58:43+0000,"The Elected Move to Tap Fiscal Power","[American Rescue Plan (2021)|United States Economy|Law and Legislation|Coronavirus Aid, Relief, and Economic Security Act (2020)|Quantitative Easing|United States Politics and Government]"
2021-06-23T14:12:32+0000,"Yellen Steers Economy With Brooklyn on Her Mind","[United States Economy|Labor and Jobs|Income Inequality|Content Type: Personal Profile]"
2021-11-05T09:23:29+0000,"Surge in Hiring Shows Economy Is Bouncing Back","[United States Economy|Labor and Jobs|Unemployment|Wages and Salaries|Unemployment Insurance|Hiring and Promotion|Shortages|Factories and Manufacturing|Coronavirus Reopenings|Coronavirus (2019-nCoV)|Disease Rates]"
2021-03-22T19:30:09+0000,"Warren Wields Power  Across the Government","[United States Politics and Government|United States Economy|Federal Taxes (US)|Income Tax|Content Type: Personal Profile]"
2021-05-13T16:51:13+0000,"Is Washington at Fault for Wage Gap?","[Wages and Salaries|Labor and Jobs|Productivity|United States Economy|Income Inequality|Economics (Theory and Philosophy)|Income|United States Politics and Government]"
2021-04-16T09:00:23+0000,"Businesses Challenged To Fill Jobs","[Hiring and Promotion|Labor and Jobs|United States Economy|Wages and Salaries|Shortages|Unemployment Insurance|Unemployment|Coronavirus (2019-nCoV)|Coronavirus Reopenings|Coronavirus Aid, Relief, and Economic Security Act (2020)]"
2021-03-11T08:00:10+0000,"Champion of the Middle Class  Comes to the Aid of the Poor","[American Rescue Plan (2021)|Stimulus (Economic)|Poverty|Income Inequality|Tax Credits, Deductions and Exemptions|United States Economy|Recession and Depression|United States Politics and Government|Coronavirus (2019-nCoV)]"
2021-10-28T22:33:39+0000,"Climate Projects Are Top Priorities in Spending Bill","[American Families Plan (2021)|Global Warming|Greenhouse Gas Emissions|Federal Budget (US)|Federal Taxes (US)|United States Economy|United States Politics and Government]"
2021-10-10T15:35:52+0000,"Pileup at Port Is Becoming  A Quagmire","[Freight (Cargo)|Ships and Shipping|Ports|International Trade and World Market|Shortages|Factories and Manufacturing|Trucks and Trucking|United States Economy]"
2021-05-10T21:37:14+0000,"Biden Says Unemployed Must Accept Job Offers","[United States Economy|American Rescue Plan (2021)|Labor and Jobs|Unemployment|Unemployment Insurance|Coronavirus (2019-nCoV)|United States Politics and Government|States (US)|Taxation]"
2021-10-19T09:00:23+0000,"Democrats Are Divided On Obama-Era Economics","[United States Economy|United States Politics and Government|Budgets and Budgeting|Economics (Theory and Philosophy)]"
2021-04-07T20:04:05+0000,"Biden Tax Plan Aims to Curtail Use of Havens","[Corporate Taxes|Tax Shelters|American Jobs Plan (2021)|Federal Taxes (US)|Tax Cuts and Jobs Act (2017)|Infrastructure (Public Works)|United States Economy|United States Politics and Government]"
2021-04-05T23:27:02+0000,"Biden Redefines Infrastructure, And the G.O.P. Isn’t Buying It","[Infrastructure (Public Works)|American Jobs Plan (2021)|Bridges and Tunnels|Roads and Traffic|Home Health Care|Organized Labor|Labor and Jobs|Law and Legislation|Federal Budget (US)|United States Economy|United States Politics and Government|States (US)|Rural Areas|Computers and the Internet]"
2021-06-10T08:59:35+0000,"Prices Climb, Stoking Debate In Washington","[United States Economy|Inflation (Economics)|Consumer Price Index|Prices (Fares, Fees and Rates)|Stimulus (Economic)|United States Politics and Government|Labor and Jobs|Coronavirus (2019-nCoV)|Coronavirus Aid, Relief, and Economic Security Act (2020)]"
2021-10-04T09:00:17+0000,"U.S. Suggests It Will Not Ease Tough Line on Chinese Trade","[International Trade and World Market|United States International Relations|United States Politics and Government|United States Economy|Economic Conditions and Trends|Embargoes and Sanctions|Customs (Tariff)]"
2021-11-10T10:00:49+0000,"Inflation Surges, Putting More Heat on Washington","[United States Economy|Inflation (Economics)|Prices (Fares, Fees and Rates)|Shortages|United States Politics and Government|Coronavirus (2019-nCoV)|Consumer Price Index]"
2021-08-31T09:00:18+0000,"Biden’s Challenge: A Wobbly Economy","[United States Economy|Coronavirus Delta Variant|Coronavirus Reopenings|Labor and Jobs|Stimulus (Economic)|Consumer Behavior|American Jobs Plan (2021)|Infrastructure (Public Works)|Federal Budget (US)|United States Politics and Government]"
2021-06-21T09:00:10+0000,"Drop-Off of the Stimulus  Could Drag the Economy","[United States Economy|American Rescue Plan (2021)|Stimulus (Economic)|Coronavirus Aid, Relief, and Economic Security Act (2020)|Consumer Behavior|Coronavirus (2019-nCoV)|American Families Plan (2021)|American Jobs Plan (2021)]"
2021-07-31T09:00:14+0000,"Home Prices Are Roaring. Is That the Fed’s Problem?","[Real Estate and Housing (Residential)|Prices (Fares, Fees and Rates)|United States Economy|Interest Rates|Banking and Financial Institutions|Renting and Leasing (Real Estate)|Stimulus (Economic)|Inflation (Economics)]"
2021-12-31T10:00:18+0000,"Learning From the Cycle Of the Economy of 2021","[United States Economy|Labor and Jobs|Inflation (Economics)|Shortages|Wages and Salaries|Stimulus (Economic)|Polls and Public Opinion|Prices (Fares, Fees and Rates)|American Rescue Plan (2021)|Two Thousand Twenty One]"
2021-07-16T09:00:26+0000,"The Green Economy Is a Gig Economy","[Solar Energy|Alternative and Renewable Energy|Electric Light and Power|Labor and Jobs|Wages and Salaries|Organized Labor|Building (Construction)|American Jobs Plan (2021)|United States Economy|United States Politics and Government]"
2021-11-15T10:00:21+0000,"Recession Solutions Complicate Pandemic Problems","[United States Economy|Inflation (Economics)|Shortages|Stimulus (Economic)|Two Thousand Tens (Decade)|United States Politics and Government|Recession and Depression]"
2021-02-06T00:21:23+0000,"Amid Poor Jobs Report, Biden Calls for Fast Aid With or Without G.O.P.","[Stimulus (Economic)|Coronavirus Aid, Relief, and Economic Security Act (2020)|Labor and Jobs|United States Economy|United States Politics and Government|Coronavirus (2019-nCoV)]"
2021-02-11T11:26:31+0000,"Fewer Seek Jobless Aid As Pandemic Eases Grip","[Unemployment Insurance|Coronavirus (2019-nCoV)|United States Economy|Unemployment|Labor and Jobs|Federal Aid (US)|Hiring and Promotion]"
2021-07-28T18:00:45+0000,"Fed Signals It Will Ease Its Support For Economy","[Interest Rates|Quantitative Easing|Inflation (Economics)|United States Economy|Banking and Financial Institutions]"
2021-10-26T14:45:24+0000,"Bond Market Hints Uptick In Inflation    ","[Inflation (Economics)|Interest Rates|United States Economy|Quantitative Easing|Stocks and Bonds]"
2021-03-31T22:45:56+0000,"Big Bet: Fighting Climate Change Will Add to Work Force","[Global Warming|Infrastructure (Public Works)|Organized Labor|Wages and Salaries|Alternative and Renewable Energy|Building (Construction)|Electric and Hybrid Vehicles|Batteries|Factories and Manufacturing|United States Economy|United States Politics and Government|American Jobs Plan (2021)]"
2021-11-01T20:08:25+0000,"Biden Seeks Boost in Oil While Urging Emissions Cuts","[Global Warming|Oil (Petroleum) and Gasoline|Greenhouse Gas Emissions|Alternative and Renewable Energy|United Nations Framework Convention on Climate Change|United States Economy|American Jobs Plan (2021)]"
2021-02-08T21:50:05+0000,"How Wonks Could Shape A Recovery","[United States Economy|Recession and Depression|Inflation (Economics)|Economic Conditions and Trends|Stimulus (Economic)|Coronavirus Aid, Relief, and Economic Security Act (2020)|Coronavirus (2019-nCoV)]"
2021-12-15T14:49:29+0000,"Biden’s China Dilemma","[International Trade and World Market|Embargoes and Sanctions|Agriculture and Farming|United States Economy|United States Politics and Government|United States International Relations]"
2021-05-07T22:22:05+0000,"Biden Stands Pat as G.O.P. Faults Him","[United States Economy|American Rescue Plan (2021)|Labor and Jobs|Unemployment|United States Politics and Government|Coronavirus (2019-nCoV)]"
2021-10-05T09:00:20+0000,"McConnell Offers No Votes and No Demands","[National Debt (US)|Federal Budget (US)|United States Economy|United States Politics and Government|Filibusters and Debate Curbs]"
2021-09-22T13:00:10+0000,"Can Electric Cars Create, Not Cut, Jobs?","[Electric and Hybrid Vehicles|Factories and Manufacturing|Labor and Jobs|Layoffs and Job Reductions|Organized Labor|Tax Credits, Deductions and Exemptions|Law and Legislation|United States Economy|United States Politics and Government]"
2021-02-14T22:05:04+0000,"Fresno Offers Lesson to U.S. On Wage Issue","[Law and Legislation|Minimum Wage|Labor and Jobs|Restaurants|Income|Poverty|United States Economy|Prices (Fares, Fees and Rates)|Small Business]"
2021-11-02T07:00:12+0000,"Lack of Car Parts Risks Putting World’s Economy in a Tailspin","[Automobiles|Shortages|Factories and Manufacturing|Computer Chips|International Trade and World Market|Economic Conditions and Trends|Labor and Jobs|United States Economy|Coronavirus (2019-nCoV)]"
2021-03-22T17:06:54+0000,"Biden Team Hones  a $3 Trillion Plan  to Ignite Growth","[United States Economy|United States Politics and Government|Infrastructure (Public Works)|Global Warming|Federal Taxes (US)|Income Inequality|Law and Legislation]"
2021-09-27T09:00:13+0000,"Why Wall Street Suddenly Has an Eye Out for Used Cars","[Automobiles|Consumer Price Index|Inflation (Economics)|Used Cars|United States Economy|Coronavirus (2019-nCoV)]"
2021-12-08T10:00:18+0000,"A Sticking Point in Climate Plan","[Coal|Mines and Mining|Organized Labor|Alternative and Renewable Energy|Global Warming|United States Economy|United States Politics and Government|American Families Plan (2021)]"
2021-10-11T20:39:19+0000,"For Banks, Lending Is Key To Their Future Fortunes","[Banking and Financial Institutions|United States Economy|Company Reports]"
2021-01-05T23:06:40+0000,"Automakers Hope Vaccines Will Cure Their Slump","[Coronavirus (2019-nCoV)|United States Economy|Automobiles|Company Reports|Electric and Hybrid Vehicles|Sports Utility Vehicles and Light Trucks|Shutdowns (Institutional)]"
2021-09-20T11:17:22+0000,"Markets Dive Over Worries About U.S. and China","[Stocks and Bonds|Standard & Poor's 500-Stock Index|United States Economy|Economic Conditions and Trends]"
2021-03-12T00:12:20+0000,"Lessons Learned in a Year of Trauma","[Coronavirus (2019-nCoV)|Vaccination and Immunization|United States Economy|United States Politics and Government]"
2021-05-28T16:26:12+0000,"A Roaring ’20s? Budget Forecast Has Its Doubts.","[Federal Budget (US)|United States Economy|United States Politics and Government|Inflation (Economics)|Gross Domestic Product|Unemployment]"
2021-08-11T15:06:40+0000,"Falling Yields For T-Notes Signal Angst","[United States Economy|Stocks and Bonds|Stimulus (Economic)|Inflation (Economics)|Banking and Financial Institutions]"
2021-06-16T09:00:35+0000,"Fed Sees Rates Rising in 2023 Amid Recovery","[United States Economy|Interest Rates|Labor and Jobs|Inflation (Economics)|Consumer Price Index|Prices (Fares, Fees and Rates)|Government Bonds]"
2021-03-27T15:31:47+0000,"Democrats Set To Raise Taxes On the Richest","[Federal Taxes (US)|Income Tax|Corporate Taxes|High Net Worth Individuals|Tax Cuts and Jobs Act (2017)|Income Inequality|Infrastructure (Public Works)|United States Economy|United States Politics and Government]"
2021-10-09T07:00:08+0000,"I.M.F.’s Role Is the Subject Of Debate","[United States Economy|Income Inequality|Banking and Financial Institutions|International Trade and World Market|Labor and Jobs|Poverty]"
2021-11-19T21:49:11+0000,"Will Tax End Buying Back Of Stocks?","[Corporate Taxes|Stock Buybacks|Dividends (Finance)|Stocks and Bonds|Executive Compensation|American Families Plan (2021)|United States Economy|United States Politics and Government]"
2021-12-23T08:00:11+0000,"Nonprofits In a Bind For Workers","[Labor and Jobs|Wages and Salaries|Shortages|Government Contracts and Procurement|Nonprofit Organizations|Coronavirus (2019-nCoV)|Education (K-12)|Hiring and Promotion|United States Economy]"
2021-05-03T07:00:08+0000,"Tax Increase Talk Hasn’t Hurt Stocks","[United States Economy|Capital Gains Tax|Stocks and Bonds|Standard & Poor's 500-Stock Index|American Jobs Plan (2021)|United States Politics and Government]"
2021-01-18T20:29:21+0000,"Biden Focusing Economic Policy On Job Growth","[United States Economy|Inflation (Economics)|Recession and Depression|Stimulus (Economic)|Labor and Jobs|Interest Rates|Unemployment]"
2021-06-09T00:29:13+0000,"Talks Collapse On Biden Plan For Rebuilding","[American Jobs Plan (2021)|Infrastructure (Public Works)|United States Economy|United States Politics and Government|Federal Budget (US)]"
2021-03-31T09:00:31+0000,"Biden Plan Stresses Jobs, Roads and Growth","[American Jobs Plan (2021)|Infrastructure (Public Works)|Corporate Taxes|Federal Budget (US)|Global Warming|Income Inequality|Electric and Hybrid Vehicles|Electric Light and Power|Alternative and Renewable Energy|Greenhouse Gas Emissions|Federal Taxes (US)|United States Politics and Government|Bridges and Tunnels|Roads and Traffic|Race and Ethnicity|United States Economy]"
2021-01-14T22:00:33+0000,"1 Million New Claims for Unemployment","[Unemployment Insurance|Unemployment|Coronavirus (2019-nCoV)|Labor and Jobs|Stimulus (Economic)|Federal Aid (US)|United States Economy|States (US)]"
2021-11-02T16:28:47+0000,"Rise in Rates Is New Focus As Fed Plans To Slow Aid","[United States Economy|Interest Rates|Inflation (Economics)|Labor and Jobs|Prices (Fares, Fees and Rates)|Stimulus (Economic)]"
2021-10-15T12:48:55+0000,"In Surprise, Retail Sales Climb Again","[Consumer Behavior|Consumer Confidence (Economic Indicator)|Prices (Fares, Fees and Rates)|Shopping and Retail|United States Economy|Coronavirus (2019-nCoV)]"
2021-04-21T21:42:07+0000,"Biden Revisits a Trump-Era Tax Break","[Enterprise Zones|Tax Credits, Deductions and Exemptions|Tax Cuts and Jobs Act (2017)|Area Planning and Renewal|Real Estate (Commercial)|Real Estate and Housing (Residential)|Gentrification|United States Economy|United States Politics and Government]"
2021-08-11T08:01:11+0000,"Senate Passes $3.5 Trillion Plan In Step Toward Vaster Safety Net","[Federal Budget (US)|Law and Legislation|United States Economy|United States Politics and Government|Corporate Taxes|Federal Taxes (US)|Health Insurance and Managed Care|Global Warming|American Jobs Plan (2021)|American Families Plan (2021)]"
2021-01-21T10:00:22+0000,"Benefit Plan That Helps Unemployed Is Outdated","[Unemployment Insurance|United States Economy|Unemployment|Labor and Jobs|Recession and Depression|United States Politics and Government|States (US)|Law and Legislation|Federal-State Relations (US)]"
2021-11-15T16:04:56+0000,"Biden Signs Bill For Bolstering Infrastructure","[Infrastructure (Public Works)|Law and Legislation|United States Politics and Government|United States Economy|Infrastructure Investment and Jobs Act (2021)]"
2021-04-29T21:40:32+0000,"In Pandemic, Tech Giants See Windfall","[United States Economy|Computers and the Internet|Data-Mining and Database Marketing|Coronavirus (2019-nCoV)|Social Media|E-Commerce|Stocks and Bonds|Regulation and Deregulation of Industry|Company Reports]"
2021-07-08T20:32:43+0000,"The Bond Market Is Telling Us to Worry About Growth, Not Inflation","[United States Economy|Government Bonds|Inflation (Economics)|Interest Rates|Prices (Fares, Fees and Rates)|Stocks and Bonds|International Trade and World Market]"
2021-11-03T09:00:23+0000,"In a ‘Workers Economy,’  Who Really Holds the Cards?","[Labor and Jobs|Wages and Salaries|Shortages|Workplace Hazards and Violations|Quarantine (Life and Culture)|Strikes|United States Economy]"
2021-07-09T09:00:20+0000,"Biden Steps Up  Mission to Rein Big Business In","[Executive Orders and Memorandums|Antitrust Laws and Competition Issues|Labor and Jobs|Computers and the Internet|Corporations|Net Neutrality|Regulation and Deregulation of Industry|United States Economy|United States Politics and Government]"
2021-03-24T19:28:30+0000,"Biden’s Task: Fix Economy, And Quickly","[United States Economy|United States Politics and Government|Law and Legislation|Stimulus (Economic)|Infrastructure (Public Works)|Federal Taxes (US)|Income Inequality|Labor and Jobs|Corporate Taxes|Women and Girls|American Rescue Plan (2021)]"
2021-02-20T10:00:08+0000,"The Boredom Economy","[Boredom|United States Economy|Shopping and Retail|Quarantine (Life and Culture)]"
2021-02-23T11:25:22+0000,"Drawing Out What Yellen Has in Mind","[Banking and Financial Institutions|United States Economy|Virtual Currency|National Debt (US)|Unemployment]"
2021-05-20T15:17:43+0000,"Chaos Grows As Aid Pool For Business Empties Out","[Small Business|Banking and Financial Institutions|United States Economy|Stimulus (Economic)|United States Politics and Government|Coronavirus (2019-nCoV)|Coronavirus Aid, Relief, and Economic Security Act (2020)]"
2021-10-25T17:47:48+0000,"America Misses  Its Foreign Workers","[Foreign Workers|Immigration and Emigration|Labor and Jobs|Visas|Wages and Salaries|United States Economy|United States Politics and Government]"
2021-03-25T23:58:43+0000,"Biden Laces Into G.O.P.  On ‘Un-American’ Bids  To Limit Voting Rights","[News and News Media|United States Politics and Government|American Rescue Plan (2021)|Afghanistan War (2001- )|United States Economy|Stimulus (Economic)|Mass Shootings|Gun Control|Immigration and Emigration|Voter Registration and Requirements]"
2021-05-27T11:56:31+0000,"President to Push  a $6 Trillion Plan  Aimed at Growth","[Federal Budget (US)|National Debt (US)|United States Economy|United States Politics and Government|American Jobs Plan (2021)|American Families Plan (2021)|Federal Taxes (US)]"
