datetime,headline,keywords
2023-07-26T09:01:04+0000,"Corporate Debt Was Cheap, But Economy May Pay Price","[Interest Rates|Banking and Financial Institutions|United States Economy|Recession and Depression|Inflation (Economics)|Stocks and Bonds|Credit Ratings and Credit Rating Agencies|Credit and Debt|Bankruptcies]"
2023-11-09T13:45:02+0000,"Regulators Get New Set Of Priorities","[Regulation and Deregulation of Industry|Global Warming|United States Politics and Government|Income Inequality|United States Economy]"
2023-04-07T07:00:10+0000,"Wages May Not Be Inflation’s Cause, but They’re the Focus of the Cure","[Wages and Salaries|United States Economy|Consumer Behavior|Inflation (Economics)|Prices (Fares, Fees and Rates)|Interest Rates]"
2023-08-24T09:00:21+0000,"How Jackson Hole Became An Economic Obsession","[Economics (Theory and Philosophy)|Conventions, Fairs and Trade Shows|United States Economy|Banking and Financial Institutions|Inflation (Economics)|Interest Rates|internal-open-access-from-nl]"
2023-08-14T15:18:32+0000,"Women Lose Top Spots in Retail","[Shopping and Retail|Appointments and Executive Changes|Hiring and Promotion|Women and Girls|Executives and Management (Theory)|Corporations|United States Economy]"
2023-09-21T17:40:40+0000,"Fed Officials Expect High Rates Will Last","[United States Economy|Interest Rates|Coronavirus (2019-nCoV)|Government Bonds|Real Estate and Housing (Residential)|National Debt (US)|Inflation (Economics)|Tax Cuts and Jobs Act (2017)]"
2023-10-18T16:01:48+0000,"Americans Experience Record Gain In Wealth","[Income|United States Economy|Inflation (Economics)|Coronavirus (2019-nCoV)|Pensions and Retirement Plans|Labor and Jobs|Income Inequality|Hispanic-Americans|Black People|Blacks|Credit and Debt|Unemployment|Recession and Depression]"
2023-01-27T13:37:57+0000,"Data Reveals A Slowdown Of Inflation In December","[Consumer Behavior|Shopping and Retail|United States Economy|Inflation (Economics)|Interest Rates]"
2023-06-01T16:13:29+0000,"Senate on Verge Of Ending Crisis Over Debt Limit","[National Debt (US)|Federal Budget (US)|Law and Legislation|United States Economy|United States Politics and Government]"
2023-11-13T10:01:34+0000,"Industries Balk at Cost of Cleaner Air","[Air Pollution|Factories and Manufacturing|Regulation and Deregulation of Industry|Clean Air Act|Productivity|United States Economy|United States Politics and Government]"
2023-01-26T16:47:54+0000,"With Eye on 2024, Biden Slams G.O.P. on Economy","[Federal Budget (US)|National Debt (US)|United States Economy|United States Politics and Government|Presidential Election of 2024|Health Insurance and Managed Care|Medicare|Social Security (US)]"
2023-03-17T17:31:08+0000,"Banking Crisis Fans Fears Recession Will Strike U.S.","[United States Economy|Recession and Depression|Banking and Financial Institutions|Credit and Debt|Interest Rates|Small Business|Inflation (Economics)|Shutdowns (Institutional)]"
2023-05-01T20:25:39+0000,"America  May Default By June 1,  Yellen Says","[United States Politics and Government|National Debt (US)|Federal Budget (US)|United States Economy]"
2023-02-01T10:00:10+0000,"Fed Raises Rates Again,  But Are Markets Listening?","[Standard & Poor's 500-Stock Index|Banking and Financial Institutions|Stocks and Bonds|United States Economy|Interest Rates|Inflation (Economics)]"
2023-01-10T10:00:24+0000,"Federal Money Could Be Spur For More Jobs","[Labor and Jobs|Inflation Reduction Act of 2022|Infrastructure (Public Works)|United States Economy|Infrastructure Investment and Jobs Act (2021)|Archaeology and Anthropology|Hiring and Promotion|Building (Construction)|src-reader-callout]"
2023-07-10T23:32:28+0000,"U.S. Holds Out Hand to China, Trying to Avert Confrontation","[International Relations|United States Economy|Embargoes and Sanctions|Economic Conditions and Trends|Territorial Disputes|United States International Relations]"
2023-01-03T08:00:14+0000,"An Endless Training Cycle","[Labor and Jobs|Hiring and Promotion|United States Economy|Productivity|Coronavirus (2019-nCoV)|internal-sub-only]"
2023-06-09T09:00:25+0000,"Get Engaged?  Economy Tells A Story of ‘No.’","[Jewels and Jewelry|Weddings and Engagements|Coronavirus (2019-nCoV)|United States Economy|Single Persons|Inflation (Economics)|Shopping and Retail|audio-neutral-informative]"
2023-12-11T10:01:07+0000,"Military Supplier Awarded First CHIPS Act Grant","[Factories and Manufacturing|Computer Chips|Supply Chain|United States Politics and Government|United States Economy|Shortages|Defense Contracts|Federal Aid (US)|Tax Credits, Deductions and Exemptions|Military Aircraft|United States International Relations|F-35 Airplane|Defense and Military Forces]"
2023-04-11T20:50:56+0000,"Fed Sniping Is Effective For DeSantis","[Presidential Election of 2024|Virtual Currency|United States Politics and Government|United States Economy]"
2023-11-12T10:01:37+0000,"Signs of a Lasting Labor Crunch","[Labor and Jobs|Shortages|Population|Age, Chronological|Foreign Workers|Immigration and Emigration|Wages and Salaries|Employee Fringe Benefits|Rural Areas|Hiring and Promotion|United States Economy]"
2023-11-01T16:02:31+0000,"Fed, Still Wary of Inflation, Stays the Course on Rates","[Interest Rates|United States Economy|Inflation (Economics)|Credit and Debt|Prices (Fares, Fees and Rates)|Labor and Jobs]"
2023-03-10T10:00:24+0000,"Labor Market Keeps Riding Its Hot Streak","[United States Economy|Labor and Jobs|Hiring and Promotion|Layoffs and Job Reductions|Interest Rates]"
2023-12-07T05:02:01+0000,"U.S. Sets Off Global Race On Energy","[Alternative and Renewable Energy|International Relations|Inflation Reduction Act of 2022|Electric and Hybrid Vehicles|Tax Credits, Deductions and Exemptions|United States Economy|Economic Conditions and Trends|Solar Energy|Inflation (Economics)|Supply Chain|internal-storyline-no]"
2023-03-13T07:00:07+0000,"In Budget Talks,  Biden Rejects Obama’s Path","[Federal Budget (US)|United States Politics and Government|United States Economy|National Debt (US)|Economic Conditions and Trends|Corporate Taxes|High Net Worth Individuals]"
2023-09-27T15:32:42+0000,"Federal Shutdown Unlikely to Cause an Immediate Recession","[Shutdowns (Institutional)|United States Economy|United States Politics and Government|Recession and Depression|Government Bonds|Strikes|Organized Labor|Consumer Confidence (Economic Indicator)|Gross Domestic Product|Inflation (Economics)|Government Employees]"
2023-02-26T19:30:11+0000,"Few Employers  Outside of Tech Opt for Layoffs","[Layoffs and Job Reductions|Labor and Jobs|United States Economy|Hiring and Promotion|Recession and Depression|Corporations|Interest Rates]"
2023-05-05T09:00:32+0000,"Job Growth Keeps Vigor, A Wrinkle For the Fed","[Labor and Jobs|Hiring and Promotion|Layoffs and Job Reductions|Unemployment|United States Economy|Recession and Depression|Interest Rates|Inflation (Economics)]"
2023-11-03T09:01:02+0000,"Job Growth Shows Signs Of Slowdown","[United States Economy|Hiring and Promotion|Labor and Jobs|Strikes|Interest Rates]"
2023-12-11T08:00:09+0000,"Testing the Limits Of Price Increases","[Prices (Fares, Fees and Rates)|Consumer Behavior|United States Economy|Inflation (Economics)|Shopping and Retail|Company Reports|Corporations|Coronavirus (2019-nCoV)]"
2023-07-28T09:00:14+0000,"On Wall Street, Gloomy Feeling Is Tough to Sell","[Banking and Financial Institutions|Stocks and Bonds|Dow Jones Stock Average|Standard & Poor's 500-Stock Index|Company Reports|United States Economy|Interest Rates]"
2023-01-26T10:05:31+0000,"After Rebound, Uncertain Road For U.S. Growth","[United States Economy|Recession and Depression|Gross Domestic Product|Coronavirus (2019-nCoV)|International Trade and World Market|Consumer Behavior|Interest Rates|Inflation (Economics)]"
2023-07-06T07:00:15+0000,"For Ex-Prisoners, ‘Second-Chance’ Jobs Can Be Hard to Come By","[Ex-Convicts|Unemployment|Labor and Jobs|Hiring and Promotion|Vocational Training|Nonprofit Organizations|United States Economy|audio-neutral-informative]"
2023-09-03T07:01:03+0000,"U.A.W. and Big 3 Face Sizable Gap To Avoid a Strike","[Automobiles|Strikes|Organized Labor|United States Economy|Electric and Hybrid Vehicles|Wages and Salaries|Labor and Jobs|Factories and Manufacturing]"
2023-03-22T09:00:08+0000,"Fed Raises Rates  And Keeps an Eye  On Bank Turmoil","[Interest Rates|Banking and Financial Institutions|Inflation (Economics)|United States Economy]"
2023-09-15T16:04:12+0000,"Another Squeeze on Consumers","[Student Loans|United States Economy|Consumer Behavior]"
2023-01-26T14:28:54+0000,"Cutting Jobs, Retail Braces For a Slump","[Shopping and Retail|E-Commerce|Layoffs and Job Reductions|United States Economy|Consumer Behavior]"
2023-07-26T15:05:50+0000,"Fed Lifts Rates And Has Door Open for More","[United States Economy|Interest Rates|Inflation (Economics)|Prices (Fares, Fees and Rates)|Labor and Jobs|Consumer Behavior]"
2023-12-14T10:03:18+0000,"On Inflation, Fed Seems About to Surprise Itself","[Banking and Financial Institutions|Consumer Behavior|Labor and Jobs|Prices (Fares, Fees and Rates)|Recession and Depression|United States Economy|Interest Rates|Inflation (Economics)]"
2023-05-16T09:00:21+0000,"No Deal on Debt Limit  For Biden and G.O.P.,  But Signs of Hope Arise","[United States Politics and Government|Federal Budget (US)|United States Economy|National Debt (US)]"
2023-06-08T13:07:33+0000,"What Recession? Economy’s Resilience Poses Questions for the Fed","[United States Economy|Labor and Jobs|Interest Rates|Inflation (Economics)|Consumer Behavior]"
2023-09-08T13:49:50+0000,"Bond Issues Show Signs Of Optimism On Wall St.","[Stocks and Bonds|Government Bonds|United States Economy|Interest Rates|Banking and Financial Institutions]"
2023-05-20T09:00:26+0000,"Why Is Inflation So Stubborn? The Car Market Is a Big Reason.","[Automobiles|Used Cars|Prices (Fares, Fees and Rates)|Automobile Financing|Inflation (Economics)|Supply Chain|Consumer Behavior|United States Economy]"
2023-09-12T14:48:38+0000,"Poverty Rate Rose in 2022 As Aid Ended","[Poverty|Food Insecurity|Income Inequality|Tax Credits, Deductions and Exemptions|Child Tax Credits and Stipends|Federal Aid (US)|Stimulus (Economic)|Inflation (Economics)|Health Insurance and Managed Care|United States Economy]"
2023-12-13T10:03:40+0000,"Fed Leaves Rates Alone And Predicts 3 Cuts in ’24","[Interest Rates|United States Economy|Inflation (Economics)|Supply Chain]"
2023-11-17T16:56:49+0000,"TikTok Videos Show Despair Over Economy","[Presidential Election of 2024|United States Economy|United States Politics and Government|Inflation (Economics)|Income Inequality|Social Media|Polls and Public Opinion|Computers and the Internet|Student Loans|Prices (Fares, Fees and Rates)|Labor and Jobs]"
2023-04-27T16:11:11+0000,"For President, Crucial Choice On Debt Limit","[National Debt (US)|Federal Budget (US)|United States Politics and Government|Law and Legislation|United States Economy]"
2023-05-29T09:26:04+0000,"Strong Economy Is Likely to Bear Debt Deal’s Cuts","[United States Economy|United States Politics and Government|Federal Budget (US)|Inflation (Economics)|National Debt (US)]"
2023-03-25T09:00:38+0000,"An Importer Revamps to Be ‘Made in America’","[Factories and Manufacturing|Labor and Jobs|International Trade and World Market|United States Economy|Ex-Convicts|Supply Chain]"
2023-03-13T23:22:05+0000,"Quick Action Also Carries Inherent Risks","[Regulation and Deregulation of Industry|Banking and Financial Institutions|Deposit Insurance|Dodd-Frank Wall Street Reform and Consumer Protection Act (2010)|United States Economy|Shutdowns (Institutional)|United States Politics and Government]"
2023-05-14T09:00:25+0000,"Baby Boomers Leaving Behind Riches, Still Mostly for the Rich","[High Net Worth Individuals|United States Economy|Families and Family Life|Inheritance and Estate Taxes|Wills and Estates|Baby Boomers|Personal Finances|Income Inequality|Millennial Generation|Generation X|Generation Z|Taxation|internal-sub-only]"
2023-08-29T14:53:24+0000,"Cutting Ties With China Isn’t So Easy","[International Trade and World Market|Supply Chain|International Relations|United States Economy|Economic Conditions and Trends]"
2023-10-31T16:16:50+0000,"U.A.W. Gains May Have Set New Bar for Unions","[Automobiles|United States Economy|Strikes|Organized Labor|Electric and Hybrid Vehicles]"
2023-09-15T11:58:11+0000,"President Strongly Defends Striking Autoworkers","[Strikes|Automobiles|Organized Labor|Factories and Manufacturing|Presidential Election of 2024|United States Economy|United States Politics and Government|Polls and Public Opinion]"
2023-04-13T16:50:06+0000,"Silicon Valley Bank Collapse Could Have Set Off Cascading Series of Failures","[Regulation and Deregulation of Industry|Banking and Financial Institutions|United States Economy|Deposit Insurance]"
2023-09-29T13:00:09+0000,"Worst Month Of the Year For Wall St.","[Oil (Petroleum) and Gasoline|Stocks and Bonds|Standard & Poor's 500-Stock Index|Inflation (Economics)|United States Economy]"
2023-01-17T16:31:01+0000,"Wall St. Braces As Default Risk Hangs Over U.S.","[National Debt (US)|Federal Budget (US)|Government Bonds|Stocks and Bonds|Banking and Financial Institutions|United States Politics and Government|United States Economy]"
2023-03-10T10:00:23+0000,"Bank Failure Sends a Jolt To Markets","[Stocks and Bonds|Standard & Poor's 500-Stock Index|Banking and Financial Institutions|Interest Rates|Labor and Jobs|Inflation (Economics)|United States Economy]"
2023-07-09T06:24:28+0000,"No Policy Shifts, But Yellen’s Trip Opens a Dialogue","[United States International Relations|United States Economy|Economic Conditions and Trends|International Trade and World Market|Foreign Investments|vis-video]"
2023-06-13T09:02:19+0000,"New Report Makes Case For Increases To Be Paused","[Inflation (Economics)|Interest Rates|Banking and Financial Institutions|Prices (Fares, Fees and Rates)|United States Economy|Price Gouging|Consumer Price Index|Consumer Behavior|Labor and Jobs]"
2023-09-01T09:00:35+0000,"U.S. Job Market Cools To Status Before Pandemic","[Labor and Jobs|Hiring and Promotion|Wages and Salaries|United States Economy|Inflation (Economics)|Interest Rates]"
2023-06-02T09:01:14+0000,"Fed Officials  May Hold  Rates Steady","[Interest Rates|United States Economy|Inflation (Economics)]"
2023-06-30T09:00:28+0000,"Wall Street  Is Feeling  Optimistic","[Standard & Poor's 500-Stock Index|Company Reports|United States Economy|Inflation (Economics)|Corporations]"
2023-11-30T18:08:26+0000,"Push for Electric Vehicles Could Turn a Stagnant Mine Into a Major Producer of Lithium","[Mines and Mining|Lithium (Metal)|Electric and Hybrid Vehicles|Batteries|Alternative and Renewable Energy|Inflation Reduction Act of 2022|United States Economy|Wages and Salaries|Labor and Jobs|Supply Chain|Factories and Manufacturing|Federal Aid (US)]"
2023-07-14T11:10:40+0000,"As Markets Grind Away, Analysts See Bright Future ","[Standard & Poor's 500-Stock Index|Company Reports|United States Economy|Recession and Depression|Labor and Jobs]"
2023-03-22T09:00:48+0000,"Bank Crisis Could Cast Pall Over Commercial Real Estate Market","[Banking and Financial Institutions|Real Estate (Commercial)|Recession and Depression|Mortgages|Interest Rates|United States Economy]"
2023-03-13T09:00:20+0000,"What Happens To College Towns When Colleges Start to Shrink?","[audio-neutral-informative|Colleges and Universities|Rural Areas|Labor and Jobs|United States Economy|Hospitals]"
2023-08-17T17:58:57+0000,"Mortgage Rates Hit Highest Level Since 2002","[Mortgages|Real Estate and Housing (Residential)|Interest Rates|Inflation (Economics)|Prices (Fares, Fees and Rates)|United States Economy]"
2023-05-09T16:48:41+0000,"Wall Street Seems Unfazed As ‘X-Date’ on Debt Looms ","[National Debt (US)|Federal Budget (US)|Stocks and Bonds|Banking and Financial Institutions|United States Economy|United States Politics and Government]"
2023-03-07T15:00:25+0000,"Fed Sees Rates Pushing Higher Than Expected","[Banking and Financial Institutions|Interest Rates|United States Economy|Inflation (Economics)|United States Politics and Government]"
2023-04-11T13:53:46+0000,"California Stung As Vital Sectors Suffer Setbacks","[Computers and the Internet|Movies|Layoffs and Job Reductions|Recession and Depression|Economic Conditions and Trends|Budgets and Budgeting|United States Economy|Labor and Jobs]"
2023-10-10T08:00:10+0000,"Mideast War May Impede Global Effort At Recovery","[Israel-Gaza War (2023- )|Economic Conditions and Trends|International Relations|International Trade and World Market|United States Economy|Inflation (Economics)|Supply Chain|Politics and Government|Russian Invasion of Ukraine (2022)]"
2023-06-21T15:29:31+0000,"As Pandemic-Era Programs End, Problems for the Economy Loom","[Student Loans|Coronavirus Aid, Relief, and Economic Security Act (2020)|Coronavirus (2019-nCoV)|United States Economy|United States Politics and Government|Personal Finances|Credit and Debt|Law and Legislation]"
2023-02-08T17:46:38+0000,"Biden Aims Pitch at White Voters Without Degrees","[Labor and Jobs|Voting and Voters|Polls and Public Opinion|Whites|United States Economy|Organized Labor|Infrastructure (Public Works)|Inflation Reduction Act of 2022|Infrastructure Investment and Jobs Act (2021)|Computer Chips|United States Politics and Government]"
2023-09-15T19:45:52+0000,"Union Workers At Detroit’s Big 3 Hit Picket Lines","[Automobiles|Strikes|Wages and Salaries|Organized Labor|Electric and Hybrid Vehicles|Shutdowns (Institutional)|Factories and Manufacturing|Inflation (Economics)|United States Economy|United States Politics and Government|Shortages|Executive Compensation]"
2023-05-08T21:35:43+0000,"Fed Wary Over Commercial Real Estate","[Banking and Financial Institutions|Real Estate (Commercial)|Interest Rates|Coronavirus (2019-nCoV)|Polls and Public Opinion|Inflation (Economics)|United States Economy]"
2023-12-12T10:02:45+0000,"As the Fed Deliberates, Inflation Is Holding","[Inflation (Economics)|United States Economy|Prices (Fares, Fees and Rates)|Interest Rates|Consumer Price Index]"
2023-07-12T09:00:55+0000,"Slowing Costs Offer Relief To Consumers and the Fed","[United States Economy|Inflation (Economics)|Interest Rates|Consumer Price Index]"
2023-10-11T16:20:41+0000,"Wall St. Bets Fed Is Done Lifting Rates","[Government Bonds|Interest Rates|United States Economy|Inflation (Economics)]"
2023-02-15T14:03:11+0000,"In Reversal, Retail Sales Surge Anew","[Shopping and Retail|Prices (Fares, Fees and Rates)|Consumer Behavior|Inflation (Economics)|United States Economy]"
2023-02-14T10:02:14+0000,"Inflation Cools,  But Prices Give  Scant Comfort","[Consumer Price Index|United States Economy|Inflation (Economics)|Prices (Fares, Fees and Rates)|Wages and Salaries|Supply Chain|Interest Rates]"
2023-05-30T09:13:02+0000,"Big Companies Keep Prices Up To Save Profits","[Corporations|Company Reports|Prices (Fares, Fees and Rates)|Inflation (Economics)|United States Economy|Standard & Poor's 500-Stock Index|Producer Price Index|Consumer Price Index|Stocks and Bonds|Supply Chain|Consumer Behavior|Interest Rates|audio-neutral-informative]"
2023-05-24T17:00:22+0000,"U.S. Debt Talks May Not Alter Spending Path","[National Debt (US)|Federal Budget (US)|United States Economy|United States Politics and Government|Social Security (US)|Medicare]"
2023-02-07T10:00:28+0000,"Biden Urges G.O.P. to Work With Him to Build Economy","[State of the Union Message (US)|United States Politics and Government|United States Economy]"
2023-07-07T09:01:17+0000,"Slowdown Continues, But U.S. Adds Jobs","[United States Economy|Hiring and Promotion|Labor and Jobs|Wages and Salaries|Unemployment|Inflation (Economics)|Prices (Fares, Fees and Rates)|Interest Rates]"
2023-02-28T16:10:22+0000,"The CHIPS Act Is About More Than Just Chips","[Computer Chips|Federal Budget (US)|Law and Legislation|Factories and Manufacturing|Research|Grants (Corporate and Foundation)|Labor and Jobs|United States Economy|United States Politics and Government]"
2023-03-16T17:07:09+0000,"Chemical Bans  Pose Challenge  To Tech Growth","[Hazardous and Toxic Substances|Chemicals|Batteries|Computer Chips|Pollution|Factories and Manufacturing|Workplace Hazards and Violations|Lobbying and Lobbyists|Regulation and Deregulation of Industry|United States Politics and Government|United States Economy]"
2023-10-13T09:03:00+0000," Holiday Hiring Signals a Cooling Labor Market","[Shopping and Retail|Hiring and Promotion|Christmas|Coronavirus (2019-nCoV)|Labor and Jobs|Temporary Employment|Delivery Services|United States Economy]"
2023-07-19T15:05:11+0000,"Recession Worries Are Waning, But Don’t Pop the Cork Just Yet","[Recession and Depression|United States Economy|Inflation (Economics)|Labor and Jobs|Interest Rates|audio-neutral-informative]"
2023-02-06T16:40:09+0000,"Immigrants Help to Alleviate U.S. Thirst for Workers","[Foreign Workers|Visas|Hiring and Promotion|Labor and Jobs|Shortages|Immigration and Emigration|United States Economy|Refugees and Displaced Persons|United States Politics and Government]"
2023-10-05T18:48:08+0000,"With Rates Poised to Stay High, New Fears of Soaring U.S. Debt","[National Debt (US)|Federal Budget (US)|Government Bonds|Interest Rates|Inflation (Economics)|United States Economy|United States Politics and Government|Stocks and Bonds|Federal Taxes (US)]"
2023-04-26T13:55:27+0000,"House Approves  Debt Ceiling Bill,  Setting Up Clash","[Federal Budget (US)|National Debt (US)|Law and Legislation|United States Politics and Government|United States Economy]"
2023-02-11T10:00:15+0000,"When It’s Easy to Be a Landlord, No One Wants to Sell","[Real Estate and Housing (Residential)|Prices (Fares, Fees and Rates)|Renting and Leasing (Real Estate)|Mortgages|Interest Rates|United States Economy]"
2023-01-04T14:23:41+0000,"Supply Problems and Falling Demand Hurt Auto Sales","[Automobiles|Company Reports|Electric and Hybrid Vehicles|Prices (Fares, Fees and Rates)|United States Economy|Supply Chain|Computer Chips|Interest Rates|Two Thousand Twenty Two|Shortages|Inflation (Economics)]"
2023-09-29T12:37:25+0000,"Key Measure Of Inflation Cools Notably","[Banking and Financial Institutions|Prices (Fares, Fees and Rates)|Supply Chain|Interest Rates|Inflation (Economics)|United States Economy|Consumer Behavior]"
2023-12-20T17:00:16+0000,"Pay-Later Loans Put Some At Risk for ‘Phantom Debt’","[Credit and Debt|Credit Cards|Prices (Fares, Fees and Rates)|E-Commerce|United States Economy|Personal Finances|Banking and Financial Institutions|Consumer Behavior|Interest Rates|Shopping and Retail]"
2023-10-29T09:01:25+0000,"Shoppers Don’t Seem Spooked","[United States Economy|Halloween|Interest Rates|Consumer Behavior|Inflation (Economics)|Shopping and Retail]"
2023-07-06T14:12:40+0000,"As Great Resignation Ends, Can Workers Retain Clout?","[Labor and Jobs|Wages and Salaries|Hiring and Promotion|Recession and Depression|United States Economy|Coronavirus (2019-nCoV)|Workplace Environment]"
2023-11-05T10:01:36+0000,"Voters in 5 Battlegrounds Favor Trump Over Biden","[Presidential Election of 2024|Polls and Public Opinion|United States Economy]"
2023-07-31T07:00:30+0000,"Extreme Heat Is Costly Drain On Productivity","[Heat and Heat Waves|Workplace Hazards and Violations|Productivity|Factories and Manufacturing|Warehouses|Global Warming|United States Economy|Research|Air Conditioning|Strikes|Meatpacking Plants and Slaughterhouses]"
2023-07-22T07:00:26+0000,"UPS Contract Talks Go Down to the Wire","[Delivery Services|Strikes|Wages and Salaries|Organized Labor|Supply Chain|Part-Time Employment|United States Economy]"
2023-12-11T10:01:14+0000,"Projects for Offshore Wind Stall As Supply and Funding Sputter","[Wind Power|Supply Chain|Alternative and Renewable Energy|United States Economy|Electric Light and Power|Factories and Manufacturing|Inflation Reduction Act of 2022|Inflation (Economics)|Ships and Shipping|Government Contracts and Procurement|States (US)]"
2023-03-24T09:00:25+0000,"‘Bonkers’ Bond Trading May Be Recession Signal","[Government Bonds|Stocks and Bonds|Recession and Depression|United States Economy|Standard & Poor's 500-Stock Index|Interest Rates|Banking and Financial Institutions]"
2023-12-26T10:01:11+0000,"’25 Trump Plan For U.S. Trade Aims at China","[Presidential Election of 2024|United States Economy|Customs (Tariff)|International Trade and World Market|Factories and Manufacturing]"
2023-04-21T09:00:26+0000,"America’s Inflation Antihero Gets a Makeover","[Inflation (Economics)|Interest Rates|Banking and Financial Institutions|United States Economy|United States Politics and Government|Nineteen Hundred Seventies|Nineteen Hundred Eighties]"
2023-01-01T08:00:28+0000,"Made in China? U.S. Companies Shift to Mexico.","[Outsourcing|International Trade and World Market|Factories and Manufacturing|Coronavirus (2019-nCoV)|Supply Chain|United States Economy|Uniforms]"
2023-11-07T21:45:07+0000,"How Reagan  Fared Better In Economy Like Biden’s","[United States Economy|Presidential Election of 2024|Polls and Public Opinion|United States Politics and Government|Inflation (Economics)]"
2023-03-23T19:29:39+0000,"Fed Chair Undercuts Republicans On Inflation","[United States Politics and Government|United States Economy|Consumer Behavior|Stimulus (Economic)|Federal Budget (US)|Supply Chain|American Rescue Plan (2021)|Interest Rates|Inflation (Economics)]"
2023-03-30T09:00:19+0000,"Number of Remote Workers Is Debated","[Telecommuting|Labor and Jobs|United States Economy|Computers and the Internet|Workplace Environment|Content Type: Service|Real Estate (Commercial)]"
2023-04-21T15:44:33+0000,"G.O.P. Debt Bill Focuses Largely On Fossil Fuels","[National Debt (US)|Federal Budget (US)|United States Economy|United States Politics and Government|Law and Legislation|Inflation Reduction Act of 2022|Oil (Petroleum) and Gasoline|Global Warming|Alternative and Renewable Energy]"
2023-09-05T17:11:28+0000,"Wealth Gap Has Some on the Right Looking Left","[United States Economy|Income Inequality|Conservatism (US Politics)|Poverty|Capitalism (Theory and Philosophy)|United States Politics and Government|Polls and Public Opinion|Presidential Election of 2024|Books and Literature]"
2023-01-05T15:00:08+0000,"F.T.C. Seeks to Ban Noncompete Deals","[Labor and Jobs|Antitrust Laws and Competition Issues|Workplace Hazards and Violations|Wages and Salaries|United States Economy|Regulation and Deregulation of Industry]"
2023-05-02T09:00:22+0000,"After Bank Turmoil, All Eyes Turn to Fed’s Announcement on Rates","[Banking and Financial Institutions|United States Economy|Interest Rates|Inflation (Economics)|Recession and Depression]"
2023-08-26T07:00:31+0000,"Raimondo Heads to China To Push Trade, and Curb It","[Politics and Government|United States Economy|Foreign Investments|International Trade and World Market|Economic Conditions and Trends]"
2023-11-16T12:20:36+0000,"Xi Cajoles U.S. Chiefs With Pandas","[United States International Relations|Politics and Government|Corporations|Foreign Investments|Supply Chain|Computers and the Internet|United States Politics and Government|United States Economy|Economic Conditions and Trends]"
2023-03-14T23:27:07+0000,"Moving Quickly to Avert a Financial Avalanche","[Shutdowns (Institutional)|Banking and Financial Institutions|United States Politics and Government|United States Economy|Regulation and Deregulation of Industry]"
2023-11-24T08:00:22+0000,"Black Friday Deals, Spread Across Weeks","[Black Friday and Cyber Monday (Shopping)|Discount Selling|Consumer Behavior|United States Economy|Inflation (Economics)|Gifts|Christmas|Company Reports]"
2023-02-02T10:00:30+0000,"Eggs Too Expensive? Some Invite the Hen Home.","[Chickens|Eggs|Shortages|Prices (Fares, Fees and Rates)|Supermarkets and Grocery Stores|Agriculture and Farming|Avian Influenza|Coronavirus (2019-nCoV)|United States Economy|Inflation (Economics)|Livestock]"
2023-07-24T14:23:03+0000,"Can Flood Of Workers Continue?","[Labor and Jobs|United States Economy|Hiring and Promotion|Inflation (Economics)|Foreign Workers]"
2023-02-07T18:30:33+0000,"Fed Chair Is Still Wary Of Inflation","[United States Economy|United States Politics and Government|Prices (Fares, Fees and Rates)|Interest Rates|Inflation (Economics)]"
2023-12-20T10:02:55+0000,"What Social Trends Taught Us About the Economy","[Artificial Intelligence|United States Economy|Labor and Jobs|Pop and Rock Music|Women and Girls|Two Thousand Twenty Three|Shopping and Retail|Barbie (Doll)|Inflation (Economics)|Consumer Behavior|Social Media]"
2023-11-01T09:01:12+0000,"Amid a Dry Spell, The Panama Canal Is Disrupting Trade","[Ships and Shipping|Drought|Global Warming|Freight (Cargo)|International Trade and World Market|Supply Chain|Canals|United States Economy|Conservation of Resources|El Nino Southern Oscillation]"
2023-05-09T09:00:17+0000,"Biden and McCarthy Talk Debt, Getting Nowhere","[National Debt (US)|Federal Budget (US)|United States Economy|United States Politics and Government]"
2023-11-28T19:50:23+0000,"Big Business Has Dodged  Damage From High Rates","[Banking and Financial Institutions|Small Business|Private Equity|Interest Rates|Corporations|Inflation (Economics)|Junk Bonds|United States Economy|Credit and Debt|Credit Ratings and Credit Rating Agencies]"
2023-11-16T14:58:54+0000,"Top Retailers Fear Squeeze On Shoppers","[Company Reports|Shopping and Retail|Inflation (Economics)|Consumer Behavior|United States Economy]"
2023-07-27T17:07:30+0000,"Optimism on Soft Landing Could Prove Premature","[Banking and Financial Institutions|Recession and Depression|Interest Rates|United States Economy]"
2023-01-15T10:00:19+0000,"Start-Ups Are Getting Reality Checks","[Entrepreneurship|Small Business|United States Economy|Recession and Depression|Interest Rates|Credit and Debt|Coronavirus (2019-nCoV)]"
2023-12-08T18:07:36+0000,"Retail Group Retracts Hefty Claim of ‘Organized’ Shoplifting","[Shopping and Retail|Robberies and Thefts|Organized Crime|Shoplifting and Employee Theft (Retail)|Lobbying and Lobbyists|News and News Media|Law and Legislation|United States Economy|United States Politics and Government|Black Markets|Company Reports|internal-storyline-no|internal-storyline-inline-no]"
2023-04-14T09:00:31+0000,"Economic Data May Be Hiding A Coming Dip","[United States Economy|Labor and Jobs|Wages and Salaries|Recession and Depression|Inflation (Economics)|Interest Rates]"
